city,job_title,company_name,location,summary,salary
Atlanta,Flight Safety Data Analysis Spring 2019 Co-Op,Delta TechOps,"Atlanta, GA 30354 (Lakewood Heights-Southeastern area)","The successful candidate will be responsible for collecting factual data, such as damage data, injury information, meteorological conditions, crew background,...",Na
Atlanta,Data Scientist,OM Partners,"Atlanta, GA","As a Data Scientist, you have only one aim:. Then apply for the position of (Senior) Data Scientist and join our product development team....",Na
Atlanta,Health Scientist,CDC,"Atlanta, GA 30341",Data Analysis and Interpretation. Specialized experience is experience at or equivalent to which is directly related to the position which has equipped the...,Na
Atlanta,Administrative Assistant,VHB,"Atlanta, GA 30326 (Buckhead area)","Types, formats, proofreads, and edits text, data, and graphics of documents from staff. VHB’s passionate professionals include engineers, scientists, planners,...",Na
Atlanta,Forensic Scientist,Quest Diagnostics,"Tucker, GA","Of equipment utilized in area of responsibility, capable of programming sequence table for sample analysis, capable of basic data review....",Na
Atlanta,Entry-Level Natural Resource Scientist,Wood,"Kennesaw, GA","Acts as a data gatherer; Wood Environment & Infrastructure Solutions is seeking an Entry - Level Natural Resource Scientist to join our Kennesaw (Atlanta),...",Na
Atlanta,Senior Data Analysis,AT&T,"Atlanta, GA","Supports data selection, extraction, and cleansing for corporate applications, including data warehouse and data marts. Data Analytics nanodegree;...",Na
Atlanta,Data Scientist,Ace Technologies,"Atlanta, GA",Data Scientist role is changing to a Full Stack AI developer…. JAVA script CSS python....,Na
Atlanta,Associate Data Scientist,WestRock,"Duluth, GA",Associate Data Scientist. Builds large data sets from multiple sources to build algorithms for predicting future data characteristics....,Na
Atlanta,Data Scientist,SunTrust,"Atlanta, GA 30328","Performs sophisticated data analytics (encompassing data mining, inferential statistical analysis, and predictive analytics, for example)....",Na
Atlanta,Data Scientist,Equifax,"Alpharetta, GA","Analytics in these teams is done by using data from different sources - credit data (bureau data), workforce solution, mortgage data, wealth data, vehicle...",Na
Atlanta,Data Scientist,Grid Dynamics,"Atlanta, GA","Collecting, analysis and clean up data. Creating algorithms for processing catalog products using different data sources....",Na
Atlanta,Entry to Junior-Level Environmental Scientist,Wood,"Kennesaw, GA","Field exploration, inspection, data collection analysis, and interpretation. Wood is currently seeking an Entry to Junior-level Environmental Scientist to join...",Na
Atlanta,Jr. Data Scientist - Machine Learning,Elev8 Hire Solutions,"Atlanta, GA 30342 (Buckhead area)","Mid Data Scientist. Currently 6 other Data Scientist local to Atlanta, the rest of the team (10+) in Cambridge....",Na
Atlanta,Professional-Data Scientist,AT&T,"Alpharetta, GA",Data discovery around new data sources or new uses for existing data. Data Scientist will be responsible for designing and implementing....,Na
Atlanta,Data Science Masters Intern,Honeywell,"Atlanta, GA 30308 (Old Fourth Ward area)",We know you'll be a better data scientist by the time this internship ends! It is here where sensor data from connected devices meet our domain expertise and...,Na
Atlanta,Data Engineer Intern,Honeywell,"Atlanta, GA 30308 (Old Fourth Ward area)",We know you'll be a better data scientist by the time this internship ends! 25 Test data maintenance. We value our more seasoned data scientists because they...,Na
Atlanta,Information Technology Specialist,CDC,"Atlanta, GA 30341","Provide leadership and senior expertise to health informatics scientists and other scientific experts in the design, development and implementation of health...",Na
Atlanta,Data Scientist,Steady,"Atlanta, GA","We are looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver...",Na
Atlanta,New Graduate Data Scientist,Xylem,"Atlanta, GA",Xylem seeks to hire a New Graduate Data Scientist with a desire to join a team delivering Big Data applications in the Cloud....,Na
Atlanta,Immunoassay Scientist,QuintilesIMS,"Marietta, GA","Responsible for making and recording experimental observations, data analysis and peer review of data. Perform data analysis, upload run data/results to LIMS...",Na
Atlanta,Data Scientist,AnswerRocket,"Atlanta, GA",We are seeking a Data Scientist who will serve as part of our Deep Insights team in developing analytics solutions to solve customer business problems and...,Na
Atlanta,DATA SCIENTIST,The Home Depot,"Atlanta, GA",Strong communication and data presentation skills. Insights from data to solve business problems. The Data Scientist will develop the analytical infrastructure...,Na
Atlanta,Immunoassay Scientist,Q2 Solutions,"Marietta, GA","Responsible for making and recording experimental observations, data analysis and peer review of data. Perform data analysis, upload run data/results to LIMS...",Na
Atlanta,Immunoassay Scientist,IQVIA,"Marietta, GA","Responsible for making and recording experimental observations, data analysis and peer review of data. Perform data analysis, upload run data/results to LIMS...",Na
Atlanta,"Scientist 1, Immunoassay",IQVIA,"Marietta, GA","Perform data analysis, upload run data/results to Watson LIMS system as needed. To be considered for a future Scientist 1, Immunoassay position, submit your...",Na
Atlanta,Environmental Data Manager/Data Scientist (Associate Level),ERM Group,"Atlanta, GA",ERM is seeking an Environmental Data Manager/Data Scientist in the Southeastern United States. 5+ years of previous work experience in environmental data...,Na
Atlanta,Scientist - Lead Generation,U.S. Bank,"Atlanta, GA",Scientist - Lead Generation-180041469. Acquires data from multiple data sources in order to perform analysis. Presents data and analysis in a clear and concise...,Na
Atlanta,Delivery Architect - Applied Data Scientist,Capgemini,"Atlanta, GA","Experience in applying Machine Learning , Predictive Analytics to business issues. Results driven and team player. Experience with MS Azure preferred....",Na
Atlanta,Research Scientist - ATAS,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)","Job includes daily chemistry work plus cleaning, maintaining instrumentation, developing and following SOPs, and analyzing data for reporting to stakeholders....",Na
Atlanta,Data Science Intern,Honeywell,"Atlanta, GA 30308 (Old Fourth Ward area)",We know you'll be a better data scientist by the time this internship ends! 25 Test data maintenance. It is here where sensor data from connected devices meet...,Na
Atlanta,Data Scientist,Novelis,"Atlanta, GA",Novelis is looking for a Data Scientist to join our Global Digital Team. Expert knowledge of data modeling and understanding of different data structures....,Na
Atlanta,Associate Research Scientist - 6-month intern position,PreVisor,"Atlanta, GA","Knowledgeable in SPSS and data analysis programs. Contribute to the ongoing development, validation, revision, and management of assessments and solutions and...",Na
Atlanta,Data Scientist,Catalina Marketing,"Atlanta, GA","We use advanced machine learning, data science, operations research, statistics, and related analytics methodologies, operating on big data and delivered on a...",Na
Atlanta,Data Scientist,Feedzai,"Atlanta, GA","As a Data Scientist, your main role is to do Data Science work on projects for our clients. Work together with the data scientists and engineers from our...",Na
Atlanta,"Scientist, Asst (AR) SOM",Emory University,"Atlanta, GA","Designing experiments, analyzing data, and interpreting/communicating results of research. The Assistant Academic Research Scientist is expected to perform a...",Na
Atlanta,Data Scientist,Applied Systems Inc.,"Atlanta, GA","Design and implement data analysis, data mining, research, analysis, predictive modeling strategies and best practices....",Na
Atlanta,"Data Scientist, Online",The Home Depot,"Atlanta, GA","Manager, Data Science. Our Data Scientists are pioneers in building the next generation of retail interconnected experience for homedepot.com by leveraging...",Na
Atlanta,Consumer Banking Data Scientist,SunTrust,"Atlanta, GA 30328",Provide data analytics to the Consumer Segment across multiple lines of business. Utilize internal and external data to drive decision-making and identify...,Na
Atlanta,"Data Scientist (PYTHON, HADOOP)",SoftVision - TAMS,"Johns Creek, GA 30097",3-5 years of experience building large data sets from multiple sources to build algorithms for predicting future data characteristics....,Na
Atlanta,Data Scientist,UNITED PARCEL SERVICE,"Atlanta, GA",3+ years' experience in big data or customer data platform environments. Mines data to build propensity models....,Na
Atlanta,Principal Data Scientist,Honeywell,"Atlanta, GA 30308 (Old Fourth Ward area)","Data ingestion, data preparation, and data analysis. 5 or more years experience innovating in data science, data modeling, or semantic services....",Na
Atlanta,Scientist - Environmenal,Parsons,"Norcross, GA 30092","Compiles and computes a variety of data. May analyze test data, develop or prepare descriptive charts, figures, or matrices;...",Na
